#1
PRESSURE,11/10/2019,21:45:40,"1,004,530,640",,
PRESSURE,11/10/2019,21:45:40,"1,004,529,114",,
PRESSURE,11/10/2019,21:45:40,"1,004,527,771",,
PRESSURE,11/10/2019,21:45:40,"1,004,526,794",,
PRESSURE,11/10/2019,21:45:41,"1,004,526,184",,
PRESSURE,11/10/2019,21:45:41,"1,004,525,574",,
PRESSURE,11/10/2019,21:45:41,"1,004,525,024",,
PRESSURE,11/10/2019,21:45:41,"1,004,525,085",,
PRESSURE,11/10/2019,21:45:41,"1,004,524,048",,
PRESSURE,11/10/2019,21:45:41,"1,004,522,949",,
PRESSURE,11/10/2019,21:45:41,"1,004,522,095",,
PRESSURE,11/10/2019,21:45:41,"1,004,521,240",,
PRESSURE,11/10/2019,21:45:41,"1,004,519,592",,
PRESSURE,11/10/2019,21:45:41,"1,004,518,799",,
PRESSURE,11/10/2019,21:45:42,"1,004,517,639",,
PRESSURE,11/10/2019,21:45:42,"1,004,516,174",,
PRESSURE,11/10/2019,21:45:42,"1,004,514,893",,
PRESSURE,11/10/2019,21:45:42,"1,004,515,015",,
PRESSURE,11/10/2019,21:45:42,"1,004,515,869",,
PRESSURE,11/10/2019,21:45:42,"1,004,516,174",,
PRESSURE,11/10/2019,21:45:42,"1,004,516,357",,
PRESSURE,11/10/2019,21:45:42,"1,004,517,151",,
PRESSURE,11/10/2019,21:45:42,"1,004,519,165",,
PRESSURE,11/10/2019,21:45:42,"1,004,521,301",,
PRESSURE,11/10/2019,21:45:43,"1,004,523,071",,
PRESSURE,11/10/2019,21:45:43,"1,004,523,926",,
PRESSURE,11/10/2019,21:45:43,"1,004,524,414",,
PRESSURE,11/10/2019,21:45:43,"1,004,525,513",,
PRESSURE,11/10/2019,21:45:43,"1,004,526,001",,
PRESSURE,11/10/2019,21:45:43,"1,004,526,123",,
PRESSURE,11/10/2019,21:45:43,"1,004,526,367",,
PRESSURE,11/10/2019,21:45:43,"1,004,526,550",,
PRESSURE,11/10/2019,21:45:43,"1,004,526,978",,
PRESSURE,11/10/2019,21:45:43,"1,004,527,405",,
PRESSURE,11/10/2019,21:45:44,"1,004,528,503",,
PRESSURE,11/10/2019,21:45:44,"1,004,529,724",,
PRESSURE,11/10/2019,21:45:44,"1,004,530,762",,
PRESSURE,11/10/2019,21:45:44,"1,004,530,823",,
PRESSURE,11/10/2019,21:45:44,"1,004,531,250",,
PRESSURE,11/10/2019,21:45:44,"1,004,532,227",,
PRESSURE,11/10/2019,21:45:44,"1,004,532,532",,
PRESSURE,11/10/2019,21:45:44,"1,004,532,349",,
PRESSURE,11/10/2019,21:45:44,"1,004,532,166",,
PRESSURE,11/10/2019,21:45:44,"1,004,531,555",,
PRESSURE,11/10/2019,21:45:45,"1,004,530,640",,
PRESSURE,11/10/2019,21:45:45,"1,004,530,518",,
PRESSURE,11/10/2019,21:45:45,"1,004,529,480",,
PRESSURE,11/10/2019,21:45:45,"1,004,528,564",,
PRESSURE,11/10/2019,21:45:45,"1,004,527,466",,
PRESSURE,11/10/2019,21:45:45,"1,004,525,513",,
PRESSURE,11/10/2019,21:45:45,"1,004,524,719",,
PRESSURE,11/10/2019,21:45:45,"1,004,522,949",,
PRESSURE,11/10/2019,21:45:45,"1,004,521,301",,
PRESSURE,11/10/2019,21:45:45,"1,004,519,531",,
PRESSURE,11/10/2019,21:45:45,"1,004,518,127",,
PRESSURE,11/10/2019,21:45:46,"1,004,516,357",,
PRESSURE,11/10/2019,21:45:46,"1,004,515,198",,
PRESSURE,11/10/2019,21:45:46,"1,004,514,221",,
PRESSURE,11/10/2019,21:45:46,"1,004,512,756",,
PRESSURE,11/10/2019,21:45:46,"1,004,510,986",,
PRESSURE,11/10/2019,21:45:46,"1,004,509,277",,
PRESSURE,11/10/2019,21:45:46,"1,004,507,690",,
PRESSURE,11/10/2019,21:45:46,"1,004,505,920",,
PRESSURE,11/10/2019,21:45:46,"1,004,504,639",,
PRESSURE,11/10/2019,21:45:47,"1,004,503,174",,
PRESSURE,11/10/2019,21:45:47,"1,004,502,441",,
PRESSURE,11/10/2019,21:45:47,"1,004,502,380",,
PRESSURE,11/10/2019,21:45:47,"1,004,502,686",,
PRESSURE,11/10/2019,21:45:47,"1,004,502,380",,
PRESSURE,11/10/2019,21:45:47,"1,004,502,136",,
PRESSURE,11/10/2019,21:45:47,"1,004,502,197",,
PRESSURE,11/10/2019,21:45:47,"1,004,502,319",,
PRESSURE,11/10/2019,21:45:47,"1,004,502,319",,
PRESSURE,11/10/2019,21:45:47,"1,004,502,075",,
PRESSURE,11/10/2019,21:45:48,"1,004,501,953",,
PRESSURE,11/10/2019,21:45:48,"1,004,501,465",,
PRESSURE,11/10/2019,21:45:48,"1,004,500,061",,
PRESSURE,11/10/2019,21:45:48,"1,004,498,962",,
PRESSURE,11/10/2019,21:45:48,"1,004,497,498",,
PRESSURE,11/10/2019,21:45:48,"1,004,495,544",,
PRESSURE,11/10/2019,21:45:48,"1,004,493,835",,
PRESSURE,11/10/2019,21:45:48,"1,004,492,310",,
PRESSURE,11/10/2019,21:45:48,"1,004,490,234",,
PRESSURE,11/10/2019,21:45:48,"1,004,488,159",,
PRESSURE,11/10/2019,21:45:48,"1,004,485,046",,
